No.;CrDeviceProperty;Outline;Mode;ILX-LR1;ILCE-1M2;ILCE-1;ILCE-9M3;ILCE-9M2;ILCE-7RM5;ILCE-7RM4A;ILCE-7RM4;ILCE-7CR;ILCE-7SM3;ILCE-7M5;ILCE-7M4;ILCE-7CM2;ILCE-7C;ILCE-6700;MPC-2610;ILME-FX6;ILME-FX2;ILME-FX3A;ILME-FX3;ILME-FX30;PXW-Z300;PXW-Z200;HXR-NX800;BRC-AM7;ILME-FR7;ZV-E1;ZV-E10M2;DSC-RX1RM3;DSC-RX0M2
624;:ref:`CrDeviceProperty_TiltPositionCurrentValue<dp-TiltPositionCurrentValue>`;Tilt Position Current Value;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
625;:ref:`CrDeviceProperty_PanTiltAccelerationRampCurve<dp-PanTiltAccelerationRampCurve>`;Pan-Tilt Acceleration Ramp Curve;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
626;:ref:`CrDeviceProperty_PanLimitMode<dp-PanLimitMode>`;Pan Limit Mode;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
627;:ref:`CrDeviceProperty_PanLimitRangeMinimum<dp-PanLimitRangeMinimum>`;Pan Limit Range Minimum;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
628;:ref:`CrDeviceProperty_PanLimitRangeMaximum<dp-PanLimitRangeMaximum>`;Pan Limit Range Maximum;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
629;:ref:`CrDeviceProperty_TiltLimitMode<dp-TiltLimitMode>`;Tilt Limit Mode;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
630;:ref:`CrDeviceProperty_TiltLimitRangeMinimum<dp-TiltLimitRangeMinimum>`;Tilt Limit Range Minimum;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
631;:ref:`CrDeviceProperty_TiltLimitRangeMaximum<dp-TiltLimitRangeMaximum>`;Tilt Limit Range Maximum;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
632;:ref:`CrDeviceProperty_PresetPTZFSlotNumber<dp-PresetPTZFSlotNumber>`;Preset PTZF Number of Slots;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
633;:ref:`CrDeviceProperty_SetPresetPTZFBinaryVersion<dp-SetPresetPTZFBinaryVersion>`;SetPresetPTZF Binary Version;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
634;:ref:`CrDeviceProperty_PaintLookUserMatrixSetting<dp-PaintLookUserMatrixSetting>`;Paint/Look User Matrix Setting;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
635;:ref:`CrDeviceProperty_PaintLookUserMatrixLevel<dp-PaintLookUserMatrixLevel>`;Paint/Look User Matrix Level;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
636;:ref:`CrDeviceProperty_PaintLookUserMatrixPhase<dp-PaintLookUserMatrixPhase>`;Paint/Look User Matrix Phase;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
637;:ref:`CrDeviceProperty_PaintLookUserMatrixRG<dp-PaintLookUserMatrixRG>`;Paint/Look User Matrix R-G;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
638;:ref:`CrDeviceProperty_PaintLookUserMatrixRB<dp-PaintLookUserMatrixRB>`;Paint/Look User Matrix R-B;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
639;:ref:`CrDeviceProperty_PaintLookUserMatrixGR<dp-PaintLookUserMatrixGR>`;Paint/Look User Matrix G-R;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
640;:ref:`CrDeviceProperty_PaintLookUserMatrixGB<dp-PaintLookUserMatrixGB>`;Paint/Look User Matrix G-B;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
641;:ref:`CrDeviceProperty_PaintLookUserMatrixBR<dp-PaintLookUserMatrixBR>`;Paint/Look User Matrix B-R;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
642;:ref:`CrDeviceProperty_PaintLookUserMatrixBG<dp-PaintLookUserMatrixBG>`;Paint/Look User Matrix B-G;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
643;:ref:`CrDeviceProperty_PaintLookMultiMatrixAreaIndication<dp-PaintLookMultiMatrixAreaIndication>`;Paint/Look Multi Matrix Area Indication;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
644;:ref:`CrDeviceProperty_PaintLookMultiMatrixSetting<dp-PaintLookMultiMatrixSetting>`;Paint/Look Multi Matrix Setting;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
645;:ref:`CrDeviceProperty_PaintLookMultiMatrixAxis<dp-PaintLookMultiMatrixAxis>`;Paint/Look Multi Matrix Axis;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
646;:ref:`CrDeviceProperty_PaintLookMultiMatrixHue<dp-PaintLookMultiMatrixHue>`;Paint/Look Multi Matrix Hue;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
647;:ref:`CrDeviceProperty_PaintLookMultiMatrixSaturation<dp-PaintLookMultiMatrixSaturation>`;Paint/Look Multi Matrix Saturation;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
648;:ref:`CrDeviceProperty_IrisCloseSetting<dp-IrisCloseSetting>`;Iris Close Setting;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\*1;\*1;\-;\-;\-;\-;\*1;\*1;\*1;\*1;\*1;\-;\-;\-;\-
649;:ref:`CrDeviceProperty_LanguageSetting<dp-LanguageSetting>`;Language Setting;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
650;:ref:`CrDeviceProperty_CameraPowerStatus<dp-CameraPowerStatus>`;Camera Power Status;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
651;:ref:`CrDeviceProperty_LiveViewProtocol<dp-LiveViewProtocol>`;LiveView Protocol;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
652;:ref:`CrDeviceProperty_PresetPTZFSlotNumber<dp-PresetPTZFSlotNumber>`;Preset PTZF Recall;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
653;:ref:`CrDeviceProperty_TallyLampControlRed<dp-TallyLampControlRed>`;Red Tally Lamp Control;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
654;:ref:`CrDeviceProperty_TallyLampControlGreen<dp-TallyLampControlGreen>`;Green Tally Lamp Control;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
655;:ref:`CrDeviceProperty_TallyLampControlYellow<dp-TallyLampControlYellow>`;Yellow Tally Lamp Control;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
656;:ref:`CrDeviceProperty_ZoomOperationWithInt16<dp-ZoomOperationWithInt16>`;Zoom Operation with INT16;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
657;:ref:`CrDeviceProperty_FocusOperationWithInt16<dp-FocusOperationWithInt16>`;Focus Operation with INT16;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
658;:ref:`CrDeviceProperty_TargetStreamingDestinationSelect<dp-TargetStreamingDestinationSelect>`;Target Streaming Destination Select;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-
659;:ref:`CrDeviceProperty_StreamStatus<dp-StreamStatus>`;Stream Status;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-
660;:ref:`CrDeviceProperty_IRRemoteSetting<dp-IRRemoteSetting>`;IR Remote Setting;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
661;:ref:`CrDeviceProperty_IPSetupProtocolSetting<dp-IPSetupProtocolSetting>`;IP Setup Protocol Setting;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
662;:ref:`CrDeviceProperty_RecordablePowerSources<dp-RecordablePowerSources>`;Recordable Power Source;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\*1;\*1;\-;\-;\-;\-
663;:ref:`CrDeviceProperty_AudioInputCH1LevelControl<dp-AudioInputCH1LevelControl>`;Audio Input CH1 Level Control;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
664;:ref:`CrDeviceProperty_AudioInputCH2LevelControl<dp-AudioInputCH2LevelControl>`;Audio Input CH2 Level Control;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
665;:ref:`CrDeviceProperty_AudioInputCH3LevelControl<dp-AudioInputCH3LevelControl>`;Audio Input CH3 Level Control;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
666;:ref:`CrDeviceProperty_AudioInputCH4LevelControl<dp-AudioInputCH4LevelControl>`;Audio Input CH4 Level Control;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
667;:ref:`CrDeviceProperty_AudioInputCH1Level<dp-AudioInputCH1Level>`;Audio Input CH1 Level;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
668;:ref:`CrDeviceProperty_AudioInputCH2Level<dp-AudioInputCH2Level>`;Audio Input CH2 Level;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
669;:ref:`CrDeviceProperty_AudioInputCH3Level<dp-AudioInputCH3Level>`;Audio Input CH3 Level;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
670;:ref:`CrDeviceProperty_AudioInputCH4Level<dp-AudioInputCH4Level>`;Audio Input CH4 Level;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
671;:ref:`CrDeviceProperty_AudioInputCH1InputSelect<dp-AudioInputCH1InputSelect>`;Audio Input CH1 Input Select;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
672;:ref:`CrDeviceProperty_AudioInputCH2InputSelect<dp-AudioInputCH2InputSelect>`;Audio Input CH2 Input Select;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
673;:ref:`CrDeviceProperty_AudioInputCH3InputSelect<dp-AudioInputCH3InputSelect>`;Audio Input CH3 Input Select;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
674;:ref:`CrDeviceProperty_AudioInputCH4InputSelect<dp-AudioInputCH4InputSelect>`;Audio Input CH4 Input Select;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
675;:ref:`CrDeviceProperty_AudioInputCH1WindFilter<dp-AudioInputCH1WindFilter>`;Audio Input CH1 Wind Filter;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
676;:ref:`CrDeviceProperty_AudioInputCH2WindFilter<dp-AudioInputCH2WindFilter>`;Audio Input CH2 Wind Filter;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
677;:ref:`CrDeviceProperty_AudioInputCH3WindFilter<dp-AudioInputCH3WindFilter>`;Audio Input CH3 Wind Filter;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
678;:ref:`CrDeviceProperty_AudioInputCH4WindFilter<dp-AudioInputCH4WindFilter>`;Audio Input CH4 Wind Filter;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
679;:ref:`CrDeviceProperty_StreamSettingListOperationStatus<dp-StreamSettingListOperationStatus>`;StreamSettingList Operation Enable Status;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-
680;:ref:`CrDeviceProperty_DeleteContentOperationEnableStatusSLOT1<dp-DeleteContentOperationEnableStatusSLOT1>`;DeleteContent Operation Enable Status(SLOT1);T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
681;:ref:`CrDeviceProperty_DeleteContentOperationEnableStatusSLOT2<dp-DeleteContentOperationEnableStatusSLOT2>`;DeleteContent Operation Enable Status(SLOT2);T;✔;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
682;:ref:`CrDeviceProperty_CallSetting<dp-CallSetting>`;Call Setting;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
683;:ref:`CrDeviceProperty_MonitoringOutputFormat<dp-MonitoringOutputFormat>`;Monitoring Output Format;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
684;:ref:`CrDeviceProperty_MonitoringOutputDisplaySetting1<dp-MonitoringOutputDisplaySetting1>`;Monitoring Output Display Setting 1;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
685;:ref:`CrDeviceProperty_MonitoringOutputDisplaySetting2<dp-MonitoringOutputDisplaySetting2>`;Monitoring Output Display Setting 2;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
686;:ref:`CrDeviceProperty_NDFilterPositionSetting<dp-NDFilterPositionSetting>`;ND Filter Position Setting;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-
687;:ref:`CrDeviceProperty_ManualInputForNDFilterValue<dp-ManualInputForNDFilterValue>`;Manual Input for ND Filter Value;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
688;:ref:`CrDeviceProperty_DifferentSetForSQMovie<dp-DifferentSetForSQMovie>`;Different Set for S&Q/Mv;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\*1;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
689;:ref:`CrDeviceProperty_FocusSpeedDirectSync<dp-FocusSpeedDirectSync>`;Focus Speed Direct Sync;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
690;:ref:`CrDeviceProperty_AudioInput1TypeSelect<dp-AudioInput1TypeSelect>`;Audio Input1 Type Select;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
691;:ref:`CrDeviceProperty_AudioInput2TypeSelect<dp-AudioInput2TypeSelect>`;Audio Input2 Type Select;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
692;:ref:`CrDeviceProperty_SceneFileCommandVersion<dp-SceneFileCommandVersion>`;SceneFile Command Version;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-
693;:ref:`CrDeviceProperty_SceneFileUploadOperationEnableStatus<dp-SceneFileUploadOperationEnableStatus>`;SceneFile Upload Operation Enable Status;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-
694;:ref:`CrDeviceProperty_SceneFileDownloadOperationEnableStatus<dp-SceneFileDownloadOperationEnableStatus>`;SceneFile Download Operation Enable Status;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-
695;:ref:`CrDeviceProperty_SceneFileIndexesAvailableForDownload<dp-SceneFileIndexesAvailableForDownload>`;SceneFile Indexes Available for Download;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-
696;:ref:`CrDeviceProperty_LogShootingMode<dp-LogShootingMode>`;Log Shooting Mode <Still >;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
697;:ref:`CrDeviceProperty_LogShootingModeColorGamut<dp-LogShootingModeColorGamut>`;Log Shooting Mode Color Gamut <Still >;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
698;:ref:`CrDeviceProperty_EframingType<dp-EframingType>`;Eframing Type;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-
699;:ref:`CrDeviceProperty_EframingCommandVersion<dp-EframingCommandVersion>`;Eframing Command Version;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-
700;:ref:`CrDeviceProperty_EframingAutoFraming<dp-EframingAutoFraming>`;Eframing Auto Framing;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-
701;:ref:`CrDeviceProperty_EframingTrackingStartMode<dp-EframingTrackingStartMode>`;Eframing Tracking Start Mode;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-
702;:ref:`CrDeviceProperty_EframingProductionEffect<dp-EframingProductionEffect>`;Eframing Production Effect;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-
703;:ref:`CrDeviceProperty_EframingSpeedPTZ<dp-EframingSpeedPTZ>`;Eframing Speed (PTZ);R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-
704;:ref:`CrDeviceProperty_Movie_RecordingResolutionForRTSP<dp-Movie_RecordingResolutionForRTSP>`;Recording Resolution for RTSP (Movie);R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
705;:ref:`CrDeviceProperty_Movie_RecordingFrameRateRTSPSetting<dp-Movie_RecordingFrameRateRTSPSetting>`;Recording Frame Rate RTSP Setting (Movie);R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
706;:ref:`CrDeviceProperty_PictureCacheRecSetting<dp-PictureCacheRecSetting>`;Picture Cache Rec Setting;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;✔;\-;\-;\-;\-
707;:ref:`CrDeviceProperty_PictureCacheRecSizeAndTime<dp-PictureCacheRecSizeAndTime>`;Picture Cache Rec Size and Time;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;✔;\-;\-;\-;\-
708;:ref:`CrDeviceProperty_Movie_IntervalRecFrames<dp-Movie_IntervalRecFrames>`;Interval REC(Movie) Frames;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-
709;:ref:`CrDeviceProperty_ImagerScanMode<dp-ImagerScanMode>`;Imager Scan Mode;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-
710;:ref:`CrDeviceProperty_Movie_RecordingResolutionForRAW<dp-Movie_RecordingResolutionForRAW>`;Recording Resolution For RAW (Movie);R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-
